,C,A,B,N,M,R,G,H,D
55783,3,0,0,0,1,0,0,0,0
55784,0,2,0,1,0,0,0,0,0
55785,5,0,0,0,0,0,0,0,0
55786,2,0,0,0,0,0,0,0,0
55787,2,1,0,0,0,0,0,0,0
55788,0,0,0,0,1,1,0,0,0
55789,3,2,1,0,0,0,0,0,0
55790,2,0,0,1,2,1,0,0,0
55791,3,1,0,0,0,0,0,0,0
55792,0,0,0,0,0,2,0,0,0
55793,3,2,0,0,0,0,0,0,0
55794,1,2,0,0,1,0,0,0,0
55795,0,3,0,1,0,1,0,0,0
55796,0,0,0,3,0,0,0,0,0
55797,0,0,0,0,0,2,0,0,0
55798,0,1,0,0,1,0,0,0,0
55799,4,2,0,0,0,0,0,0,0
55800,6,0,0,0,0,0,0,0,0
55801,0,3,0,1,1,1,0,1,0
55802,2,0,0,1,1,0,0,0,0
55803,3,2,1,0,1,0,0,0,0
55804,1,0,0,2,2,0,0,0,0
55805,0,1,0,0,1,0,0,0,0
55806,1,2,0,1,0,0,0,0,0
55807,2,1,0,0,0,0,0,0,0
55808,2,0,0,0,0,0,0,0,0
55809,2,1,0,0,0,0,0,0,0
55810,0,0,1,1,0,0,0,0,0
55811,0,0,1,0,0,3,0,0,0
55812,4,0,0,0,0,0,0,0,0
55813,2,1,1,0,0,0,0,0,0
55814,0,1,0,0,0,1,0,0,0
55815,0,0,0,0,1,1,0,0,0
55816,0,0,0,0,1,1,0,0,0
55817,0,1,0,0,0,1,0,0,0
55818,0,0,0,2,0,0,0,0,0
55819,0,3,0,0,1,0,0,0,0
55820,1,1,0,0,0,0,0,0,0
55821,2,1,1,2,0,0,0,0,0
55822,1,0,0,1,0,0,0,1,0
55823,5,2,0,0,0,0,0,0,0
55824,3,1,0,1,1,0,0,0,0
55825,0,1,0,0,0,1,0,0,0
55826,0,0,0,1,0,1,0,0,0
55827,0,0,1,1,0,0,0,0,0
55828,3,1,0,0,0,0,0,0,0
55829,0,0,1,0,0,1,0,0,0
55830,2,1,0,0,0,0,0,0,0
55831,2,0,1,0,0,0,0,0,0
55832,1,1,0,0,0,0,0,0,0
55833,4,2,0,1,0,0,0,1,0
55834,2,2,0,2,0,0,0,0,0
55835,1,0,0,2,0,0,0,0,0
55836,0,0,0,0,2,0,0,0,0
55837,3,0,0,0,0,1,0,0,0
55838,3,0,0,0,0,0,0,1,0
55839,0,0,1,1,0,0,0,0,0
55840,0,1,0,1,0,0,0,0,0
55841,0,2,0,0,2,0,0,0,0
55842,4,0,0,0,0,0,0,0,0
55843,1,0,0,0,1,0,0,1,0
55844,4,2,0,0,0,1,0,0,0
55845,5,1,0,1,0,0,0,0,0
55846,4,3,1,0,1,1,0,0,0
55847,2,1,0,0,0,0,0,0,0
55848,0,0,1,0,1,0,0,0,0
55849,6,0,0,0,1,0,0,0,0
55850,0,1,0,0,0,2,0,0,0
55851,0,0,0,0,1,2,0,0,0
55852,3,0,0,0,0,0,0,0,0
55853,2,0,0,3,0,1,0,0,0
55854,0,1,0,0,0,1,0,0,0
55855,1,2,0,2,0,0,0,0,0
55856,2,0,1,0,0,0,0,0,0
55857,0,1,0,1,0,1,0,0,0
55858,0,1,0,0,0,1,0,0,0
55859,1,0,0,1,0,0,0,0,0
55860,0,0,1,0,1,0,0,0,0
55861,1,0,1,0,0,0,0,0,0
55862,0,0,0,1,1,0,0,0,0
55863,2,1,0,0,0,0,0,0,0
55864,2,0,0,0,0,1,0,0,0
55865,4,0,1,1,1,0,0,0,0
55866,0,1,0,0,1,0,0,0,0
55867,4,0,0,0,0,0,0,0,0
55868,2,0,1,0,0,1,0,0,0
55869,0,0,0,1,1,1,0,0,0
55870,5,2,0,1,0,0,0,0,0
55871,0,0,0,0,0,2,0,0,0
55872,6,0,1,1,0,0,0,0,0
55873,3,0,0,0,0,0,0,0,0
55874,0,0,0,2,0,0,0,0,0
55875,0,0,0,0,0,2,0,0,0
55876,3,0,0,0,1,2,0,0,0
55877,1,0,0,0,0,0,0,1,0
55878,2,0,0,0,2,0,0,0,0
55879,2,0,0,0,0,0,0,0,0
55880,2,0,0,1,0,0,0,0,0
55881,6,2,0,1,0,0,1,0,0
55882,4,2,0,1,0,0,0,1,0
55883,4,1,0,0,1,0,0,0,0
55884,4,1,1,1,0,0,0,0,0
55885,5,0,0,2,2,1,0,0,0
55886,4,0,0,0,0,0,0,1,0
55887,4,1,0,0,1,0,0,0,1
55888,2,1,0,0,0,0,0,1,0
55889,1,0,0,0,0,0,0,1,0
55890,3,1,1,0,0,0,0,0,0
55891,3,0,0,0,0,0,0,0,0
55892,0,1,0,1,0,0,0,0,0
55893,3,1,0,1,1,0,0,0,0
55894,1,3,0,1,0,0,0,0,0
55895,3,1,0,0,0,0,0,0,0
55896,3,1,0,0,0,0,0,0,0
55897,0,1,0,0,1,0,0,0,0
55898,3,0,0,0,0,0,0,0,0
55899,0,0,1,0,0,1,0,0,0
55900,5,0,1,0,0,0,0,0,0
55901,0,1,0,1,1,0,0,0,0
55902,4,3,0,0,1,0,0,0,0
55903,0,0,1,1,0,0,0,0,0
55904,2,1,0,1,0,1,0,0,0
55905,5,2,1,0,1,0,0,0,0
55906,0,1,0,1,0,0,0,0,0
55907,4,1,0,1,0,0,0,0,0
55908,4,0,1,0,0,0,0,0,0
55909,2,0,0,0,0,0,0,0,0
55910,0,0,0,1,1,0,0,0,0
55911,0,1,0,1,0,0,0,0,0
55912,3,1,1,1,0,0,0,0,0
55913,0,1,0,0,0,0,0,0,1
55914,1,0,0,0,1,0,0,0,0
55915,3,0,1,0,0,0,0,0,0
55916,1,2,0,0,0,0,0,1,0
55917,4,0,0,0,0,0,0,0,0
55918,3,0,0,0,0,0,0,0,0
55919,3,1,0,0,0,0,0,0,0
55920,4,3,0,0,1,0,0,0,0
55921,2,0,1,1,0,0,0,0,0
55922,0,0,0,1,1,0,0,0,0
55923,0,0,0,2,0,0,0,0,0
55924,2,0,0,1,0,0,0,0,0
55925,0,2,0,0,1,0,0,0,0
55926,0,2,0,1,1,0,0,0,0
55927,0,1,0,1,0,0,0,0,0
55928,4,2,0,2,1,0,0,0,0
55929,1,0,1,0,0,0,0,0,0
55930,0,2,0,0,1,1,0,0,0
55931,1,2,0,0,0,0,0,0,0
55932,2,0,0,0,0,0,0,0,0
55933,3,0,0,0,0,0,0,0,0
55934,4,1,0,0,1,0,0,0,0
55935,5,2,0,1,0,0,0,0,0
55936,0,0,1,0,0,0,1,0,0
55937,1,0,0,2,0,0,0,0,0
55938,0,0,0,0,1,1,0,0,0
55939,1,0,0,2,0,0,1,0,0
55940,4,1,1,0,1,0,0,0,0
55941,2,0,0,0,0,0,0,0,0
55942,0,2,0,0,1,0,0,0,0
55943,2,2,0,0,0,0,0,0,0
55944,2,0,0,0,0,0,0,0,0
55945,4,0,0,0,0,0,0,0,0
55946,4,0,0,0,0,0,0,0,0
55947,2,0,0,0,1,0,0,0,0
55948,2,0,1,0,0,0,0,0,0
55949,2,0,0,0,0,0,0,0,0
55950,1,0,0,0,2,0,0,0,0
55951,3,0,0,1,0,0,0,0,0
55952,0,0,0,0,0,2,0,0,0
55953,3,0,1,0,0,0,0,0,0
55954,3,1,1,0,0,0,0,0,0
55955,2,1,0,0,0,0,0,0,0
55956,2,0,0,0,0,0,0,0,0
55957,0,1,0,0,1,0,0,0,0
55958,2,1,1,0,0,0,0,0,0
55959,2,1,0,0,0,0,0,0,0
55960,3,2,0,0,1,0,0,0,0
55961,3,0,0,0,0,0,0,0,0
55962,1,0,0,0,0,0,0,0,1
55963,1,1,0,0,0,0,0,0,0
55964,4,1,1,0,1,0,0,0,0
55965,2,1,0,0,0,0,0,0,0
55966,2,2,0,0,0,0,0,0,0
55967,3,0,0,0,0,0,0,0,0
55968,0,2,0,0,0,0,0,0,0
55969,4,1,1,1,0,0,0,1,0
55970,2,0,0,0,0,0,0,0,0
55971,0,1,0,1,0,0,0,0,0
55972,0,1,0,0,1,0,0,0,0
55973,1,0,0,0,1,0,0,0,0
55974,3,0,0,0,0,0,0,0,0
55975,0,1,0,2,0,0,0,0,0
55976,3,0,1,0,1,0,0,0,0
55977,2,0,0,0,0,0,0,0,0
55978,2,2,1,0,0,0,0,0,0
55979,3,0,0,0,0,0,0,0,0
55980,0,0,0,1,1,0,0,0,0
55981,1,1,0,0,1,0,0,0,0
55982,1,1,0,0,0,0,0,0,0
55983,3,1,0,0,1,0,0,0,0
55984,2,1,0,0,0,0,0,0,0
55985,0,1,0,1,0,0,0,0,0
55986,3,2,0,0,1,0,0,0,0
55987,1,2,0,0,1,0,0,0,0
55988,0,0,0,1,4,0,0,0,0
55989,2,1,0,0,0,0,0,0,0
55990,0,0,0,0,1,2,0,0,0
55991,2,0,0,0,0,0,0,0,0
55992,4,1,0,0,1,0,0,0,0
55993,3,1,0,0,1,0,0,0,0
55994,2,0,0,0,0,0,0,0,0
55995,4,1,0,0,0,0,0,0,0
55996,4,0,0,1,1,0,0,0,0
55997,0,0,0,0,0,1,0,0,1
55998,0,0,0,0,1,1,0,0,0
55999,0,1,0,0,1,0,0,0,0
56000,3,1,0,0,1,0,0,0,0
56001,3,1,0,0,0,0,0,0,0
56002,2,1,1,1,1,0,0,0,0
56003,0,2,0,0,0,0,0,0,0
56004,4,1,0,0,0,0,0,0,0
56005,4,0,0,0,0,0,0,0,0
56006,3,1,0,0,0,0,0,0,0
56007,2,0,0,0,0,0,0,0,0
56008,3,2,0,0,1,0,0,0,0
56009,2,1,0,1,0,0,0,0,0
56010,0,0,0,0,0,3,0,0,0
56011,3,1,0,0,0,0,0,0,0
56012,3,0,0,0,0,0,0,0,0
56013,0,2,0,0,0,0,0,0,0
56014,1,3,0,0,0,0,0,1,0
56015,2,2,0,0,1,0,0,0,0
56016,2,1,0,2,2,0,0,0,0
56017,2,0,0,0,0,0,0,0,0
56018,0,1,0,0,0,1,0,0,0
56019,3,1,0,0,0,0,0,0,0
56020,1,0,0,0,1,0,0,0,0
56021,3,0,0,0,0,0,0,0,0
56022,0,0,0,1,1,0,0,0,0
56023,1,1,0,1,0,0,0,0,0
56024,5,1,0,0,0,0,0,0,0
56025,3,4,0,0,1,0,0,1,0
56026,0,0,0,0,1,1,0,0,0
56027,3,0,0,1,1,0,0,0,0
56028,3,0,0,1,1,0,0,0,0
56029,4,3,1,0,0,0,0,0,0
56030,3,2,1,0,0,0,0,0,0
56031,4,2,0,1,1,0,0,0,0
56032,1,0,0,0,1,0,0,0,0
56033,2,0,0,1,0,0,0,0,0
56034,0,0,0,2,0,0,0,0,0
56035,3,2,0,1,2,0,0,0,0
56036,4,0,1,0,1,1,0,0,0
56037,5,1,0,1,1,0,0,0,0
56038,0,2,0,0,1,0,0,0,0
56039,4,0,0,0,0,0,0,0,0
56040,2,0,0,1,0,0,0,0,0
56041,5,2,0,0,0,0,0,0,0
56042,4,3,1,0,0,0,0,0,0
56043,2,1,0,1,0,0,0,0,0
56044,3,2,0,0,1,0,0,0,0
56045,4,0,0,0,0,0,0,0,0
56046,4,0,0,0,0,0,0,0,0
56047,2,1,0,0,0,0,0,0,0
56048,3,0,1,0,0,0,0,0,0
56049,0,2,0,0,0,0,0,0,0
56050,1,0,0,1,0,0,0,0,0
56051,0,1,0,0,1,0,0,0,1
56052,5,2,1,0,0,0,0,0,0
56053,0,1,0,0,0,1,0,0,0
56054,3,0,0,0,0,0,0,0,0
56055,4,1,0,0,0,0,0,0,0
56056,3,3,1,0,0,0,0,0,0
56057,2,1,0,0,0,0,0,0,0
56058,5,0,0,1,1,0,0,0,0
56059,2,0,1,0,0,0,0,0,0
56060,2,0,0,0,0,0,0,0,0
56061,5,1,0,0,0,0,0,0,0
56062,1,1,0,1,0,0,0,0,0
56063,5,3,1,0,0,1,0,0,0
56064,0,0,1,1,0,0,0,0,0
56065,4,1,1,2,0,0,0,0,0
56066,0,0,0,1,0,0,0,1,0
56067,2,3,0,0,0,0,0,0,0
56068,3,1,0,0,0,0,0,0,0
56069,2,1,0,0,1,0,0,0,0
56070,1,0,0,0,0,0,0,1,0
56071,0,2,0,0,0,0,0,0,0
56072,6,2,1,0,0,0,0,0,0
56073,0,1,0,0,1,0,0,0,0
56074,0,0,1,0,1,0,0,0,0
56075,3,0,0,0,0,1,0,1,0
56076,2,0,1,0,0,0,0,0,0
56077,0,0,0,1,2,0,0,0,0
56078,5,1,2,0,0,0,0,0,0
56079,0,2,0,0,0,0,0,0,0
56080,3,2,1,0,1,0,0,0,0
56081,0,2,0,0,0,0,0,0,0
56082,2,1,0,0,0,0,0,0,0
56083,1,1,1,0,0,0,0,1,0
56084,4,2,0,0,0,0,1,0,0
56085,0,0,0,0,1,1,0,0,0
56086,0,1,0,0,1,0,0,0,0
56087,0,0,0,1,1,0,0,0,0
56088,3,2,0,0,0,0,0,0,0
56089,4,2,1,1,1,0,0,0,0
56090,7,1,0,2,0,0,0,0,0
56091,1,2,0,1,0,1,0,0,0
56092,3,1,0,0,0,0,0,0,0
56093,3,0,0,0,0,0,0,0,0
56094,5,0,1,2,1,0,0,0,0
56095,3,1,0,2,0,1,0,0,0
56096,2,1,0,0,0,0,0,0,0
56097,3,2,1,0,0,0,0,1,0
56098,2,2,0,0,0,0,0,0,0
56099,4,2,1,0,0,1,0,0,0
56100,4,1,0,1,0,0,0,0,0
56101,4,0,0,1,0,1,0,0,0
56102,3,2,0,0,0,0,0,0,0
56103,4,0,1,0,0,0,0,0,0
56104,0,0,0,2,1,0,0,0,0
56105,1,0,0,2,0,0,0,0,0
56106,0,0,0,3,1,0,0,0,0
56107,4,2,0,1,0,0,0,0,0
56108,2,0,0,2,1,0,0,0,0
56109,4,2,1,0,1,0,0,0,0
56110,0,0,0,0,2,0,0,0,0
56111,0,1,1,0,0,0,0,0,0
56112,2,1,0,1,0,0,0,0,0
56113,0,0,0,2,0,0,0,0,0
56114,2,0,1,0,0,0,1,0,0
56115,1,2,1,3,2,0,1,0,0
56116,0,0,0,0,1,1,0,0,1
56117,4,2,1,1,0,0,0,0,0
56118,5,2,1,0,0,1,0,0,0
56119,0,0,0,1,0,2,0,0,0
56120,0,2,0,0,1,0,0,0,0
56121,1,1,0,0,0,0,0,1,0
56122,0,0,0,0,0,2,0,0,0
56123,5,0,0,0,0,0,0,0,0
56124,2,2,0,0,1,0,0,0,0
56125,4,0,1,0,0,0,0,0,0
56126,5,1,0,0,1,0,0,0,0
56127,3,1,0,0,0,0,0,0,0
56128,2,2,1,1,1,0,0,0,0
56129,4,0,0,0,0,0,0,0,0
56130,3,0,0,0,1,1,0,0,1
56131,3,1,0,0,0,0,0,0,0
56132,5,2,0,1,1,0,0,0,0
56133,2,0,0,0,0,0,0,0,0
56134,4,2,0,0,0,0,0,0,0
56135,2,1,0,0,0,0,0,0,0
56136,2,0,0,1,1,0,0,0,0
56137,2,1,0,1,0,1,0,0,0
56138,2,1,0,0,1,0,0,0,0
56139,3,1,0,0,0,0,0,0,0
56140,4,2,1,1,0,0,0,0,0
56141,3,0,0,0,0,0,0,0,0
56142,5,2,1,0,0,0,0,0,0
56143,1,1,0,4,0,0,0,0,0
56144,2,0,0,0,1,0,0,0,0
56145,5,2,0,0,0,0,0,0,0
56146,4,1,0,1,0,0,0,0,0
56147,1,0,1,1,0,0,0,0,0
56148,1,1,0,0,0,0,0,0,0
56149,4,0,0,0,0,0,0,0,0
56150,2,0,0,0,0,0,0,0,0
56151,0,1,0,0,1,0,0,0,0
56152,0,1,0,0,0,0,0,1,0
56153,4,2,0,1,2,0,0,0,0
56154,2,0,0,1,0,0,1,0,0
56155,2,1,0,1,1,1,0,1,0
56156,4,0,0,0,0,0,0,0,0
56157,4,2,1,1,0,0,0,0,0
56158,4,1,0,0,2,0,0,0,0
56159,7,0,0,0,1,0,0,0,0
56160,2,2,0,1,0,0,1,0,0
56161,6,1,1,1,0,0,0,0,0
56162,5,1,2,2,0,0,0,0,0
56163,3,1,0,0,0,0,0,0,0
56164,5,1,1,0,3,0,0,0,0
56165,4,2,0,0,0,0,0,0,0
56166,5,3,1,0,0,0,0,0,0
56167,4,1,0,1,1,0,0,0,0
56168,1,1,1,0,0,0,0,0,0
56169,2,0,0,0,0,0,0,0,0
56170,0,2,0,1,0,0,0,0,0
56171,4,1,0,1,0,0,0,0,0
56172,2,0,0,0,0,0,0,0,0
56173,4,0,0,1,1,0,0,0,0
56174,5,1,0,0,1,0,0,0,0
56175,2,0,0,1,0,0,0,0,0
56176,3,1,0,0,0,0,0,0,0
56177,3,2,1,0,0,0,0,0,0
56178,0,0,1,0,0,0,0,0,1
56179,2,0,0,1,0,0,0,0,0
56180,3,0,0,0,0,0,0,0,0
56181,0,2,0,0,1,0,0,0,0
56182,0,1,0,0,2,0,0,0,0
56183,1,2,0,2,0,0,0,1,0
56184,3,1,0,1,0,0,0,0,0
56185,5,1,0,1,0,0,0,0,0
56186,1,0,0,1,0,0,0,0,0
56187,2,0,0,1,0,0,0,0,0
56188,0,0,0,0,0,1,1,0,0
56189,4,1,0,1,1,0,0,0,0
56190,0,0,0,1,1,0,0,0,0
56191,2,0,0,0,0,0,1,0,0
56192,1,0,0,1,0,0,0,0,0
56193,3,2,0,0,0,0,0,0,0
56194,0,1,1,0,0,1,0,0,0
56195,3,2,0,0,1,0,0,0,0
56196,3,1,0,0,1,0,0,0,0
56197,3,0,1,0,0,0,0,0,0
56198,2,0,0,1,0,0,0,0,0
56199,4,0,0,0,0,0,0,0,0
56200,2,1,0,1,0,0,0,0,0
56201,0,0,0,1,1,0,0,0,0
56202,5,1,0,1,2,1,0,0,0
56203,3,1,1,1,1,0,0,0,0
56204,4,2,0,0,1,0,0,0,0
56205,3,3,0,1,1,0,0,0,0
56206,1,0,0,0,0,0,1,0,0
56207,0,2,0,1,0,0,0,0,0
56208,0,0,0,0,1,1,0,0,0
56209,4,0,0,0,0,0,0,0,0
56210,4,1,1,0,0,0,0,0,0
56211,3,2,0,1,1,0,0,0,0
56212,2,0,0,0,1,0,0,0,0
56213,1,1,1,1,0,0,0,0,0
56214,5,1,0,1,0,1,0,0,0
56215,0,1,0,2,0,1,0,0,0
56216,4,1,1,1,0,0,0,0,0
56217,2,0,0,1,0,0,0,0,0
56218,4,0,0,0,0,0,0,0,0
56219,2,1,1,0,0,0,1,0,0
56220,4,1,0,0,0,0,0,0,0
56221,3,0,0,0,0,0,0,0,0
56222,4,1,1,0,0,0,0,0,0
56223,2,1,0,1,1,0,0,0,0
56224,2,1,0,1,0,0,0,0,0
56225,1,1,0,0,0,0,0,0,0
56226,0,0,1,1,0,0,0,0,0
56227,1,1,1,0,0,0,0,0,0
56228,3,0,1,2,0,0,0,0,0
56229,0,2,0,0,0,0,0,0,0
56230,1,0,0,1,1,0,0,0,0
56231,1,0,0,0,1,0,0,0,0
56232,3,0,0,1,1,0,0,0,0
56233,3,1,0,0,0,0,0,0,0
56234,2,1,0,2,0,0,0,0,0
56235,3,0,0,0,0,0,0,0,0
56236,4,2,0,1,0,1,0,0,0
56237,0,0,0,2,1,0,0,0,0
56238,6,1,0,0,1,1,0,1,0
56239,0,0,0,2,0,0,0,0,0
56240,2,0,1,0,0,1,0,0,0
56241,5,1,0,0,0,0,0,1,0
56242,2,0,0,0,0,0,0,0,0
56243,2,0,0,0,0,0,0,0,0
56244,2,0,0,0,0,0,0,0,0
56245,1,0,1,1,0,1,0,0,0
56246,0,1,1,0,0,0,0,0,0
56247,4,0,0,0,1,0,0,0,0
56248,2,1,0,1,0,0,0,1,0
56249,4,1,1,1,1,0,0,0,0
56250,4,1,1,0,0,0,0,0,0
56251,2,0,0,0,0,0,0,1,0
56252,2,0,0,0,0,0,0,0,0
56253,1,0,1,0,0,0,0,0,0
56254,1,0,1,0,2,0,0,0,0
56255,0,0,0,1,1,0,0,0,0
56256,4,2,0,0,0,0,0,0,0
56257,3,1,1,0,0,0,0,0,0
56258,3,0,0,0,1,0,0,0,0
56259,2,0,0,0,0,0,0,0,0
56260,5,1,0,0,0,0,0,0,0
56261,2,0,0,0,0,0,0,0,0
56262,5,1,1,1,0,0,0,0,0
56263,2,0,1,0,0,0,0,0,0
56264,3,0,1,0,0,0,0,0,0
56265,2,1,0,1,0,0,0,0,0
56266,3,1,0,0,0,0,0,0,0
56267,0,0,0,0,2,0,0,0,0
56268,4,1,1,1,1,0,0,0,0
56269,3,1,1,0,0,0,0,0,0
56270,2,0,0,0,1,0,0,0,0
56271,1,0,0,0,2,0,0,0,0
56272,0,0,0,2,1,0,0,0,0
56273,0,1,0,1,0,0,0,0,0
56274,3,0,0,1,0,0,0,0,0
56275,0,2,0,3,1,0,0,0,0
56276,2,0,0,0,0,0,1,0,0
56277,3,2,1,0,0,0,0,0,0
56278,1,1,1,0,0,0,0,0,0
56279,3,0,0,1,0,0,0,0,0
56280,3,1,0,1,0,0,0,0,0
56281,0,1,0,0,0,0,0,0,1
56282,2,1,0,0,1,0,0,0,0
56283,2,1,1,0,0,1,0,0,0
56284,0,0,0,2,0,0,0,0,0
56285,3,1,0,0,0,0,0,0,0
56286,1,1,0,0,1,0,0,0,0
56287,0,0,0,0,2,0,0,0,0
56288,2,1,0,0,0,0,0,0,0
56289,0,2,0,0,0,0,0,0,0
56290,0,0,0,0,2,0,0,0,0
56291,5,1,1,1,1,0,0,0,0
56292,3,0,0,1,0,0,0,0,0
56293,4,1,1,0,0,0,0,0,0
56294,0,1,0,1,0,0,0,0,0
56295,5,0,0,0,0,0,0,0,0
56296,1,1,0,0,1,0,0,0,0
56297,2,0,1,0,0,0,0,0,0
56298,2,0,0,0,1,0,0,0,0
56299,0,1,0,1,0,0,0,0,0
56300,3,0,1,0,0,0,0,0,0
56301,3,2,0,1,0,0,0,0,0
56302,0,2,0,0,0,0,0,0,0
56303,6,2,1,0,0,0,0,0,0
56304,2,1,1,0,0,0,0,0,0
56305,0,0,0,1,1,0,0,0,0
56306,1,0,0,1,0,0,0,0,0
56307,4,1,1,1,1,0,0,1,1
56308,1,1,0,0,0,0,0,0,0
56309,0,0,1,2,1,0,0,0,0
56310,2,0,0,1,0,0,0,0,0
56311,0,1,0,0,1,0,0,0,0
56312,1,1,0,0,0,0,0,0,0
56313,3,0,0,0,0,0,0,0,0
56314,0,0,0,2,0,0,0,0,0
56315,4,0,0,1,0,0,0,0,0
56316,0,0,0,1,1,0,0,0,0
56317,1,0,0,0,1,0,0,0,0
56318,4,0,0,0,0,0,0,0,0
56319,0,0,0,0,0,2,0,0,0
56320,2,2,0,1,0,0,0,0,0
56321,2,1,0,0,0,0,0,0,0
56322,0,1,0,0,0,0,0,0,1
56323,4,1,0,2,0,0,0,0,0
56324,1,0,0,0,0,0,0,1,0
56325,3,0,0,0,0,0,0,0,0
56326,2,1,0,0,0,0,0,0,0
56327,2,1,0,0,0,0,0,1,0
56328,1,1,0,0,0,0,0,0,0
56329,0,0,0,1,0,1,0,0,0
56330,2,0,0,0,1,0,0,0,0
56331,1,0,0,1,0,0,0,0,0
56332,0,1,0,1,1,0,0,0,0
56333,3,1,0,3,1,0,0,0,0
56334,3,0,0,1,0,1,0,0,0
56335,1,1,0,1,0,1,0,0,0
56336,4,2,1,0,1,0,0,0,0
56337,2,1,0,0,0,0,0,0,1
56338,4,0,0,0,0,0,0,0,0
56339,5,1,0,1,0,0,0,0,0
56340,1,0,1,1,0,0,0,0,0
56341,0,1,0,1,0,0,0,0,0
56342,3,0,0,0,0,0,0,0,0
56343,3,0,1,1,0,0,0,0,0
56344,3,0,1,1,0,0,0,0,0
56345,4,2,0,0,0,0,0,0,0
56346,0,0,1,1,0,0,0,0,0
56347,5,1,0,0,0,0,0,0,0
56348,4,0,0,0,2,2,0,0,0
56349,2,0,0,0,0,0,0,0,0
56350,3,0,1,0,0,0,0,0,0
56351,0,0,0,1,1,0,0,0,0
56352,0,1,1,0,0,0,0,0,0
56353,2,0,0,0,0,0,0,0,0
56354,1,0,0,0,1,0,0,0,0
56355,3,2,1,0,0,0,0,0,0
56356,0,3,0,0,2,0,0,0,0
56357,5,0,0,3,0,0,0,0,0
56358,1,1,0,0,0,0,0,0,0
56359,2,0,0,2,0,0,0,0,0
56360,1,1,0,1,1,0,0,0,0
56361,3,2,0,1,1,0,0,0,0
56362,5,3,1,0,0,0,0,0,0
56363,1,3,0,0,0,0,0,0,0
56364,0,1,0,2,0,0,0,0,0
56365,1,1,0,0,0,0,0,0,0
56366,0,1,0,0,1,1,0,0,0
56367,0,1,0,1,0,0,0,0,0
56368,2,0,0,0,0,0,0,0,0
56369,2,1,1,0,1,0,1,0,0
56370,3,0,0,0,1,0,0,0,0
56371,3,0,1,1,1,0,0,0,0
56372,2,0,0,1,1,0,0,0,0
56373,0,2,0,0,0,0,0,0,0
56374,2,1,0,0,0,0,0,0,0
56375,2,2,0,1,0,0,0,0,0
56376,6,2,0,0,1,0,0,0,0
56377,0,1,1,0,0,0,0,0,0
56378,0,2,0,0,0,0,0,0,0
56379,3,1,0,0,0,0,0,0,0
56380,2,0,0,1,0,0,0,1,0
56381,1,1,0,0,0,0,0,0,1
56382,4,2,1,0,0,0,0,0,0
56383,0,0,0,0,1,1,0,0,0
56384,2,1,0,0,0,0,0,0,0
56385,1,1,0,0,0,0,0,0,0
56386,3,0,0,0,0,0,0,0,0
56387,0,1,0,0,1,0,0,0,0
56388,3,1,0,0,0,0,0,0,0
56389,1,1,0,0,0,0,0,0,0
56390,1,2,0,0,1,0,0,0,0
56391,0,1,0,2,0,0,0,0,0
56392,4,2,1,1,1,0,0,0,0
56393,3,1,0,0,0,0,0,0,0
56394,3,0,0,0,0,0,0,0,0
56395,0,0,0,0,1,1,0,0,0
56396,4,1,0,0,0,0,1,0,0
56397,2,2,1,0,0,0,0,0,0
56398,1,1,0,0,0,0,0,0,0
56399,5,2,0,0,0,0,0,0,0
56400,2,0,0,0,0,0,0,0,0
56401,3,2,0,0,0,0,0,0,0
56402,1,2,0,1,0,0,0,0,0
56403,2,0,1,2,0,0,0,0,0
56404,3,0,0,0,0,0,0,0,0
56405,3,0,0,0,0,0,0,0,0
56406,2,0,0,1,0,0,0,0,0
56407,4,1,0,1,0,0,0,0,0
56408,4,1,0,0,0,0,0,0,0
56409,0,2,0,0,0,0,0,0,0
56410,0,2,0,0,0,0,0,0,0
56411,4,2,0,0,0,1,0,0,0
56412,3,0,1,0,0,0,0,0,0
56413,0,0,0,0,2,0,0,0,0
56414,0,0,1,1,0,0,0,0,0
56415,0,0,1,0,1,0,0,0,0
56416,3,3,0,0,0,0,0,0,0
56417,0,1,0,1,0,0,0,0,0
56418,1,0,0,0,1,0,0,0,0
56419,1,1,0,0,0,0,1,0,0
56420,0,1,0,0,0,1,0,0,0
56421,2,2,0,0,0,0,0,0,0
56422,3,2,1,0,0,0,0,0,0
56423,0,2,0,0,1,0,0,0,0
56424,3,1,0,0,1,0,0,0,0
56425,0,1,0,1,1,0,0,0,0
56426,7,2,1,0,0,0,0,0,0
56427,0,0,0,2,0,0,0,0,0
56428,5,0,1,0,0,0,0,0,0
56429,1,1,0,0,0,0,0,0,0
56430,4,1,1,0,0,0,0,0,0
56431,2,1,0,0,0,0,0,0,0
56432,0,2,0,0,0,0,0,0,0
56433,3,1,0,1,0,1,0,0,0
56434,2,1,0,4,0,0,0,0,0
56435,0,0,0,0,2,0,0,0,0
56436,4,0,0,0,0,0,0,0,0
56437,0,0,0,0,1,1,0,0,0
56438,2,1,0,0,0,0,0,0,0
56439,0,0,0,2,0,0,0,0,0
56440,3,0,0,0,0,0,0,0,0
56441,1,0,0,0,1,0,0,0,0
56442,0,0,0,2,0,0,0,0,0
56443,2,0,0,0,0,1,0,0,0
56444,2,0,0,0,0,0,0,1,0
56445,3,1,0,0,0,1,0,0,0
56446,4,1,1,2,2,0,0,0,0
56447,4,0,0,2,0,0,0,0,0
